Number,Short description,Assignment Group,Ticket Type,First Assignment Group,Additional comments (end-user view),Work notes (internal view)
INC0011063,Risk calculation timeout,Risk & Compliance Ops,Incident,Risk & Compliance Ops,"24-07-2026 13:00:52 - Marcus Webb (Additional comments (end-user view))
Confirmed fixed on my end - excellent and fast service, thanks team!

24-07-2026 10:11:52 - Marcus Webb (Additional comments (end-user view))
Hi, could someone look into the billing invoice discrepancy when you get a chance? Thanks in advance!","24-07-2026 14:49:52 - Aisha Khan (Work notes (internal view))
Fix deployed and verified for the billing invoice discrepancy. User confirmed satisfied. Marking resolved.

24-07-2026 12:00:52 - Aisha Khan (Work notes (internal view))
Root cause identified quickly. Applying the fix for the billing invoice discrepancy now.

24-07-2026 10:49:52 - Aisha Khan (Work notes (internal view))
Acknowledged the request. Reviewing the billing invoice discrepancy now and will update shortly."
INC0011064,Stale pricing data,Access Management Team,Service Request,Access Management Team,"04-08-2026 11:40:52 - Sara Ibrahim (Additional comments (end-user view))
That worked perfectly, thank you so much! Really appreciate the quick and professional help.

04-08-2026 07:11:52 - Sara Ibrahim (Additional comments (end-user view))
Hi, could someone look into the router configuration when you get a chance? Thanks in advance!","04-08-2026 11:55:52 - Hannah Lee (Work notes (internal view))
Fix deployed and verified for the router configuration. User confirmed satisfied. Marking resolved.

04-08-2026 09:14:52 - Hannah Lee (Work notes (internal view))
Root cause identified quickly. Applying the fix for the router configuration now.

04-08-2026 07:39:52 - Hannah Lee (Work notes (internal view))
Picked up this ticket. Starting investigation into the router configuration."
INC0011065,Sanctions screening delayed,Risk & Compliance Ops,Defect,Risk & Compliance Ops,"05-08-2026 15:58:52 - Marcus Webb (Additional comments (end-user view))
Okay, please keep me posted on the email service outage.

05-08-2026 10:11:52 - Marcus Webb (Additional comments (end-user view))
Hello, I'm having an issue with the email service outage. Please advise.","05-08-2026 17:36:52 - Liam O'Connor (Work notes (internal view))
Change implemented for the email service outage. Monitoring for 24 hours before closure.

05-08-2026 12:29:52 - Liam O'Connor (Work notes (internal view))
Investigation in progress on the email service outage. Will provide an update within SLA.

05-08-2026 10:43:52 - Liam O'Connor (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the email service outage."
INC0011066,Risk calculation timeout,Risk & Compliance Ops,Defect,Risk & Compliance Ops,"29-08-2026 07:42:52 - Helena Ruiz (Additional comments (end-user view))
Still waiting and this delay is unacceptable. the purchase order mismatch needs to be fixed today.

29-08-2026 05:11:52 - Helena Ruiz (Additional comments (end-user view))
Hi, this is the second time I'm reporting the purchase order mismatch. It's really frustrating.","29-08-2026 08:14:52 - Priya Sharma (Work notes (internal view))
Workaround provided for the purchase order mismatch but underlying issue remains unresolved.

29-08-2026 06:40:52 - Priya Sharma (Work notes (internal view))
Investigation delayed due to dependency on another team for the purchase order mismatch.

29-08-2026 05:25:52 - Priya Sharma (Work notes (internal view))
Acknowledged the request. Reviewing the purchase order mismatch now and will update shortly."
INC0011067,Access request pending approval,Payments L2 Support,Service Request,Payments L2 Support,"26-08-2026 23:07:52 - Amy Chen (Additional comments (end-user view))
Still waiting and this delay is unacceptable. the software license renewal needs to be fixed today.

26-08-2026 18:11:52 - Amy Chen (Additional comments (end-user view))
I'm not happy about how long the software license renewal has been an issue. This is urgent.","26-08-2026 23:44:52 - Noah Williams (Work notes (internal view))
Fix for the software license renewal delayed again due to a failed deployment. Apologized to user for the poor experience.

26-08-2026 20:50:52 - Noah Williams (Work notes (internal view))
Investigation delayed due to dependency on another team for the software license renewal.

26-08-2026 18:34:52 - Noah Williams (Work notes (internal view))
Picked up this ticket. Starting investigation into the software license renewal."
INC0011068,Payment gateway timeout,Access Management Team,Defect,Access Management Team,"07-08-2026 14:19:52 - Linda Cox (Additional comments (end-user view))
I'm still not happy - the VPN connection is still broken and I've been ignored for too long.

07-08-2026 10:11:52 - Linda Cox (Additional comments (end-user view))
Hello, the VPN connection has been broken for a while now and it's slowing my whole team down.","07-08-2026 14:37:52 - Chloe Martin (Work notes (internal view))
Fix for the VPN connection delayed again due to a failed deployment. Apologized to user for the poor experience.

07-08-2026 12:42:52 - Chloe Martin (Work notes (internal view))
Issue with the VPN connection is more complex than expected; still working on it.

07-08-2026 10:29:52 - Chloe Martin (Work notes (internal view))
Picked up this ticket. Starting investigation into the VPN connection."
INC0011069,Payment gateway timeout,L1 Service Desk,Incident,L1 Service Desk,"29-08-2026 01:34:52 - Sara Ibrahim (Additional comments (end-user view))
That worked perfectly, thank you so much! Really appreciate the quick and professional help.

28-08-2026 22:11:52 - Sara Ibrahim (Additional comments (end-user view))
Hello, I need help with the billing invoice discrepancy. Not urgent, just checking in.","29-08-2026 01:50:52 - Noah Williams (Work notes (internal view))
Fix deployed and verified for the billing invoice discrepancy. User confirmed satisfied. Marking resolved.

29-08-2026 00:24:52 - Noah Williams (Work notes (internal view))
Root cause identified quickly. Applying the fix for the billing invoice discrepancy now.

28-08-2026 22:18:52 - Noah Williams (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the billing invoice discrepancy."
INC0011070,New client account setup delayed,Payments L2 Support,Incident,Consumer Service,"25-08-2026 04:36:52 - Tommy Gore (Additional comments (end-user view))
This has failed again. I am furious - the router configuration is critical and this is the worst support I've received.

25-08-2026 00:11:52 - Tommy Gore (Additional comments (end-user view))
I'm extremely frustrated. the router configuration is still broken and nobody has responded. Please escalate.","25-08-2026 05:30:52 - Noah Williams (Work notes (internal view))
Critical issue with the router configuration still unresolved after repeated escalation. SLA breached.

25-08-2026 03:32:52 - Noah Williams (Work notes (internal view))
Repeated attempts to resolve the router configuration have failed. Escalating to L3 / senior engineer.

25-08-2026 00:45:52 - Noah Williams (Work notes (internal view))
Picked up this ticket. Starting investigation into the router configuration."
INC0011071,Daily P&L report not generated,L1 Service Desk,Service Request,L1 Service Desk,"22-08-2026 07:00:52 - David Kim (Additional comments (end-user view))
Still waiting and this delay is unacceptable. the purchase order mismatch needs to be fixed today.

22-08-2026 03:11:52 - David Kim (Additional comments (end-user view))
I'm not happy about how long the purchase order mismatch has been an issue. This is urgent.","22-08-2026 08:20:52 - Noah Williams (Work notes (internal view))
Fix for the purchase order mismatch delayed again due to a failed deployment. Apologized to user for the poor experience.

22-08-2026 05:58:52 - Noah Williams (Work notes (internal view))
Investigation delayed due to dependency on another team for the purchase order mismatch.

22-08-2026 03:22:52 - Noah Williams (Work notes (internal view))
Picked up this ticket. Starting investigation into the purchase order mismatch."
INC0011072,Mismatch in trade recon,Risk & Compliance Ops,Incident,Risk & Compliance Ops,"15-08-2026 19:04:52 - Linda Cox (Additional comments (end-user view))
Confirmed fixed on my end - excellent and fast service, thanks team!

15-08-2026 16:11:52 - Linda Cox (Additional comments (end-user view))
Hi, could someone look into the router configuration when you get a chance? Thanks in advance!","15-08-2026 19:42:52 - Daniel Cho (Work notes (internal view))
Fix deployed and verified for the router configuration. User confirmed satisfied. Marking resolved.

15-08-2026 17:37:52 - Daniel Cho (Work notes (internal view))
Root cause identified quickly. Applying the fix for the router configuration now.

15-08-2026 16:41:52 - Daniel Cho (Work notes (internal view))
Picked up this ticket. Starting investigation into the router configuration."
INC0011073,Report export returns blank file,L1 Service Desk,Service Request,L1 Service Desk,"16-07-2026 03:31:52 - Sara Ibrahim (Additional comments (end-user view))
Still waiting and this delay is unacceptable. the wifi access point needs to be fixed today.

15-07-2026 23:11:52 - Sara Ibrahim (Additional comments (end-user view))
I'm not happy about how long the wifi access point has been an issue. This is urgent.","16-07-2026 05:00:52 - Chloe Martin (Work notes (internal view))
Fix for the wifi access point delayed again due to a failed deployment. Apologized to user for the poor experience.

16-07-2026 01:26:52 - Chloe Martin (Work notes (internal view))
Issue with the wifi access point is more complex than expected; still working on it.

15-07-2026 23:33:52 - Chloe Martin (Work notes (internal view))
Acknowledged the request. Reviewing the wifi access point now and will update shortly."
INC0011074,KYC document upload failing,Payments L2 Support,Defect,Payments L2 Support,"21-07-2026 14:14:52 - Marcus Webb (Additional comments (end-user view))
I'm still not happy - the billing invoice discrepancy is still broken and I've been ignored for too long.

21-07-2026 12:11:52 - Marcus Webb (Additional comments (end-user view))
Hi, this is the second time I'm reporting the billing invoice discrepancy. It's really frustrating.","21-07-2026 15:10:52 - Nadia Rahman (Work notes (internal view))
Fix for the billing invoice discrepancy delayed again due to a failed deployment. Apologized to user for the poor experience.

21-07-2026 13:03:52 - Nadia Rahman (Work notes (internal view))
Investigation delayed due to dependency on another team for the billing invoice discrepancy.

21-07-2026 12:25:52 - Nadia Rahman (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the billing invoice discrepancy."
